Time,Position
3.94,0.004298546
3.941,0.005689371
3.942,0.007078237
3.943,0.008465008
3.944,0.009849546
3.945,0.011231716
3.946,0.012611382
3.947,0.013988409
3.948,0.015362661
3.949,0.016734004
3.95,0.018102304
3.951,0.019467427
3.952,0.020829239
3.953,0.022187609
3.954,0.023542403
3.955,0.024893491
3.956,0.026240739
3.957,0.027584019
3.958,0.028923198
3.959,0.030258149
3.96,0.03158874
3.961,0.032914845
3.962,0.034236335
3.963,0.035553081
3.964,0.036864958
3.965,0.038171839
3.966,0.039473599
3.967,0.040770112
3.968,0.042061255
3.969,0.043346903
3.97,0.044626933
3.971,0.045901224
3.972,0.047169653
3.973,0.0484321
3.974,0.049688444
3.975,0.050938567
3.976,0.052182348
3.977,0.053419671
3.978,0.054650418
3.979,0.055874472
3.98,0.057091718
3.981,0.058302042
3.982,0.059505328
3.983,0.060701465
3.984,0.061890338
3.985,0.063071838
3.986,0.064245852
3.987,0.065412272
3.988,0.066570988
3.989,0.067721893
3.99,0.068864878
3.991,0.069999837
3.992,0.071126666
3.993,0.07224526
3.994,0.073355515
3.995,0.074457328
3.996,0.075550598
3.997,0.076635224
3.998,0.077711106
3.999,0.078778146
4,0.079836246
4.001,0.080885308
4.002,0.081925238
4.003,0.082955939
4.004,0.083977319
4.005,0.084989285
4.006,0.085991745
4.007,0.086984608
4.008,0.087967784
4.009,0.088941186
4.01,0.089904725
4.011,0.090858315
4.012,0.09180187
4.013,0.092735307
4.014,0.093658543
4.015,0.094571494
4.016,0.095474081
4.017,0.096366222
4.018,0.097247841
4.019,0.098118859
4.02,0.098979198
4.021,0.099828786
4.022,0.100667546
4.023,0.101495406
4.024,0.102312294
4.025,0.10311814
4.026,0.103912874
4.027,0.104696428
4.028,0.105468734
4.029,0.106229726
4.03,0.106979341
4.031,0.107717513
4.032,0.108444182
4.033,0.109159285
4.034,0.109862763
4.035,0.110554558
4.036,0.111234611
4.037,0.111902867
4.038,0.11255927
4.039,0.113203766
4.04,0.113836304
4.041,0.114456832
4.042,0.1150653
4.043,0.115661659
4.044,0.116245862
4.045,0.116817862
4.046,0.117377614
4.047,0.117925076
4.048,0.118460203
4.049,0.118982956
4.05,0.119493293
4.051,0.119991178
4.052,0.120476572
4.053,0.120949439
4.054,0.121409745
4.055,0.121857456
4.056,0.12229254
4.057,0.122714966
4.058,0.123124705
4.059,0.123521728
4.06,0.123906009
4.061,0.124277521
4.062,0.12463624
4.063,0.124982143
4.064,0.125315209
4.065,0.125635416
4.066,0.125942746
4.067,0.126237182
4.068,0.126518706
4.069,0.126787302
4.07,0.127042959
4.071,0.127285661
4.072,0.1275154
4.073,0.127732163
4.074,0.127935943
4.075,0.128126732
4.076,0.128304525
4.077,0.128469315
4.078,0.128621101
4.079,0.128759879
4.08,0.12888565
4.081,0.128998412
4.082,0.129098169
4.083,0.129184922
4.084,0.129258677
4.085,0.129319439
4.086,0.129367215
4.087,0.129402012
4.088,0.129423842
4.089,0.129432714
4.09,0.12942864
4.091,0.129411634
4.092,0.12938171
4.093,0.129338885
4.094,0.129283175
4.095,0.1292146
4.096,0.129133177
4.097,0.12903893
4.098,0.128931879
4.099,0.128812049
4.1,0.128679464
4.101,0.12853415
4.102,0.128376134
4.103,0.128205445
4.104,0.128022113
4.105,0.127826168
4.106,0.127617643
4.107,0.127396571
4.108,0.127162987
4.109,0.126916926
4.11,0.126658427
4.111,0.126387526
4.112,0.126104263
4.113,0.12580868
4.114,0.125500818
4.115,0.125180719
4.116,0.124848429
4.117,0.124503993
4.118,0.124147457
4.119,0.123778868
4.12,0.123398277
4.121,0.123005732
4.122,0.122601285
4.123,0.122184989
4.124,0.121756896
4.125,0.121317062
4.126,0.120865542
4.127,0.120402393
4.128,0.119927672
4.129,0.11944144
4.13,0.118943755
4.131,0.118434679
4.132,0.117914275
4.133,0.117382606
4.134,0.116839735
4.135,0.116285729
4.136,0.115720655
4.137,0.115144579
4.138,0.11455757
4.139,0.113959697
4.14,0.113351033
4.141,0.112731647
4.142,0.112101613
4.143,0.111461004
4.144,0.110809895
4.145,0.110148361
4.146,0.109476479
4.147,0.108794327
4.148,0.108101982
4.149,0.107399525
4.15,0.106687036
4.151,0.105964595
4.152,0.105232285
4.153,0.10449019
4.154,0.103738392
4.155,0.102976978
4.156,0.102206032
4.157,0.101425641
4.158,0.100635893
4.159,0.099836875
4.16,0.099028678
4.161,0.098211391
4.162,0.097385104
4.163,0.09654991
4.164,0.0957059
4.165,0.094853169
4.166,0.093991809
4.167,0.093121915
4.168,0.092243584
4.169,0.09135691
4.17,0.090461992
4.171,0.089558927
4.172,0.088647813
4.173,0.08772875
4.174,0.086801837
4.175,0.085867174
4.176,0.084924863
4.177,0.083975006
4.178,0.083017705
4.179,0.082053063
4.18,0.081081185
4.181,0.080102173
4.182,0.079116134
4.183,0.078123173
4.184,0.077123396
4.185,0.07611691
4.186,0.075103823
4.187,0.074084241
4.188,0.073058273
4.189,0.072026029
4.19,0.070987618
4.191,0.069943149
4.192,0.068892734
4.193,0.067836483
4.194,0.066774507
4.195,0.065706918
4.196,0.06463383
4.197,0.063555354
4.198,0.062471603
4.199,0.061382692
4.2,0.060288733
4.201,0.059189843
4.202,0.058086135
4.203,0.056977724
4.204,0.055864726
4.205,0.054747257
4.206,0.053625434
4.207,0.052499371
4.208,0.051369187
4.209,0.050234998
4.21,0.049096922
4.211,0.047955076
4.212,0.046809578
4.213,0.045660546
4.214,0.0445081
4.215,0.043352356
4.216,0.042193435
4.217,0.041031455
4.218,0.039866535
4.219,0.038698795
4.22,0.037528355
4.221,0.036355333
4.222,0.03517985
4.223,0.034002025
4.224,0.03282198
4.225,0.031639833
4.226,0.030455705
4.227,0.029269717
4.228,0.028081989
4.229,0.026892641
4.23,0.025701794
4.231,0.024509569
4.232,0.023316085
4.233,0.022121464
4.234,0.020925826
4.235,0.019729291
4.236,0.018531981
4.237,0.017334015
4.238,0.016135513
4.239,0.014936597
4.24,0.013737387
4.241,0.012538001
4.242,0.011338562
4.243,0.010139188
4.244,0.008939999
4.245,0.007741116
4.246,0.006542657
4.247,0.005344742
4.248,0.00414749
4.249,0.00295102
4.25,0.001755451
4.251,0.000560902
4.252,-0.00063251
4.253,-0.001824665
4.254,-0.003015447
4.255,-0.004204737
4.256,-0.005392418
4.257,-0.006578373
4.258,-0.007762485
4.259,-0.008944638
4.26,-0.010124715
4.261,-0.011302601
4.262,-0.012478179
4.263,-0.013651336
4.264,-0.014821956
4.265,-0.015989924
4.266,-0.017155126
4.267,-0.018317449
4.268,-0.01947678
4.269,-0.020633005
4.27,-0.021786013
4.271,-0.02293569
4.272,-0.024081926
4.273,-0.025224609
4.274,-0.026363629
4.275,-0.027498876
4.276,-0.028630239
4.277,-0.02975761
4.278,-0.03088088
4.279,-0.031999941
4.28,-0.033114684
4.281,-0.034225004
4.282,-0.035330794
4.283,-0.036431946
4.284,-0.037528357
4.285,-0.038619921
4.286,-0.039706534
4.287,-0.040788093
4.288,-0.041864493
4.289,-0.042935634
4.29,-0.044001412
4.291,-0.045061727
4.292,-0.046116479
4.293,-0.047165567
4.294,-0.048208892
4.295,-0.049246356
4.296,-0.050277861
4.297,-0.05130331
4.298,-0.052322606
4.299,-0.053335654
4.3,-0.054342358
4.301,-0.055342625
4.302,-0.05633636
4.303,-0.057323471
4.304,-0.058303867
4.305,-0.059277455
4.306,-0.060244145
4.307,-0.061203847
4.308,-0.062156474
4.309,-0.063101935
4.31,-0.064040144
4.311,-0.064971015
4.312,-0.065894462
4.313,-0.0668104
4.314,-0.067718745
4.315,-0.068619413
4.316,-0.069512322
4.317,-0.070397392
4.318,-0.07127454
4.319,-0.072143688
4.32,-0.073004757
4.321,-0.073857668
4.322,-0.074702345
4.323,-0.075538711
4.324,-0.076366691
4.325,-0.077186211
4.326,-0.077997197
4.327,-0.078799577
4.328,-0.079593278
4.329,-0.080378231
4.33,-0.081154366
4.331,-0.081921614
4.332,-0.082679907
4.333,-0.083429178
4.334,-0.084169361
4.335,-0.084900392
4.336,-0.085622207
4.337,-0.086334742
4.338,-0.087037937
4.339,-0.087731728
4.34,-0.088416058
4.341,-0.089090867
4.342,-0.089756096
4.343,-0.09041169
4.344,-0.091057592
4.345,-0.091693747
4.346,-0.092320101
4.347,-0.092936603
4.348,-0.093543198
4.349,-0.094139838
4.35,-0.094726473
4.351,-0.095303053
4.352,-0.095869532
4.353,-0.096425862
4.354,-0.096971999
4.355,-0.097507897
4.356,-0.098033515
4.357,-0.098548808
4.358,-0.099053737
4.359,-0.09954826
4.36,-0.10003234
4.361,-0.100505938
4.362,-0.100969017
4.363,-0.101421541
4.364,-0.101863476
4.365,-0.102294787
4.366,-0.102715444
4.367,-0.103125414
4.368,-0.103524666
4.369,-0.103913173
4.37,-0.104290905
4.371,-0.104657836
4.372,-0.105013939
4.373,-0.105359191
4.374,-0.105693567
4.375,-0.106017044
4.376,-0.106329602
4.377,-0.10663122
4.378,-0.106921879
4.379,-0.107201561
4.38,-0.107470248
4.381,-0.107727926
4.382,-0.107974578
4.383,-0.108210192
4.384,-0.108434755
4.385,-0.108648255
4.386,-0.108850683
4.387,-0.109042029
4.388,-0.109222285
4.389,-0.109391444
4.39,-0.109549501
4.391,-0.10969645
4.392,-0.109832288
4.393,-0.109957013
4.394,-0.110070623
4.395,-0.110173118
4.396,-0.110264498
4.397,-0.110344767
4.398,-0.110413926
4.399,-0.110471981
4.4,-0.110518936
4.401,-0.110554798
4.402,-0.110579574
4.403,-0.110593273
4.404,-0.110595905
4.405,-0.11058748
4.406,-0.11056801
4.407,-0.110537509
4.408,-0.11049599
4.409,-0.110443468
4.41,-0.11037996
4.411,-0.110305483
4.412,-0.110220056
4.413,-0.110123698
4.414,-0.110016429
4.415,-0.109898272
4.416,-0.109769248
4.417,-0.109629382
4.418,-0.109478698
4.419,-0.109317223
4.42,-0.109144983
4.421,-0.108962006
4.422,-0.108768321
4.423,-0.108563959
4.424,-0.10834895
4.425,-0.108123326
4.426,-0.107887121
4.427,-0.107640369
4.428,-0.107383106
4.429,-0.107115366
4.43,-0.106837188
4.431,-0.106548609
4.432,-0.10624967
4.433,-0.10594041
4.434,-0.10562087
4.435,-0.105291092
4.436,-0.104951121
4.437,-0.104601
4.438,-0.104240774
4.439,-0.103870489
4.44,-0.103490193
4.441,-0.103099932
4.442,-0.102699757
4.443,-0.102289718
4.444,-0.101869864
4.445,-0.101440248
4.446,-0.101000923
4.447,-0.100551942
4.448,-0.10009336
4.449,-0.099625231
4.45,-0.099147613
4.451,-0.098660563
4.452,-0.098164139
4.453,-0.097658399
4.454,-0.097143404
4.455,-0.096619214
4.456,-0.096085891
4.457,-0.095543498
4.458,-0.094992097
4.459,-0.094431753
4.46,-0.09386253
4.461,-0.093284495
4.462,-0.092697714
4.463,-0.092102255
4.464,-0.091498185
4.465,-0.090885574
4.466,-0.090264491
4.467,-0.089635007
4.468,-0.088997193
4.469,-0.088351122
4.47,-0.087696865
4.471,-0.087034498
4.472,-0.086364093
4.473,-0.085685726
4.474,-0.084999473
4.475,-0.084305411
4.476,-0.083603616
4.477,-0.082894166
4.478,-0.082177141
4.479,-0.081452618
4.48,-0.080720678
4.481,-0.079981402
4.482,-0.079234871
4.483,-0.078481167
4.484,-0.077720371
4.485,-0.076952568
4.486,-0.076177841
4.487,-0.075396275
4.488,-0.074607954
4.489,-0.073812964
4.49,-0.073011391
4.491,-0.072203322
4.492,-0.071388844
4.493,-0.070568045
4.494,-0.069741013
4.495,-0.068907837
4.496,-0.068068606
4.497,-0.067223411
4.498,-0.066372342
4.499,-0.065515489
4.5,-0.064652945
4.501,-0.0637848
4.502,-0.062911148
4.503,-0.062032082
4.504,-0.061147694
4.505,-0.060258078
4.506,-0.059363329
4.507,-0.058463541
4.508,-0.057558809
4.509,-0.056649227
4.51,-0.055734893
4.511,-0.054815903
4.512,-0.053892352
4.513,-0.052964337
4.514,-0.052031957
4.515,-0.051095307
4.516,-0.050154487
4.517,-0.049209595
4.518,-0.048260728
4.519,-0.047307987
4.52,-0.046351469
4.521,-0.045391274
4.522,-0.044427502
4.523,-0.043460253
4.524,-0.042489627
4.525,-0.041515724
4.526,-0.040538645
4.527,-0.039558491
4.528,-0.038575363
4.529,-0.037589362
4.53,-0.036600589
4.531,-0.035609147
4.532,-0.034615136
4.533,-0.033618659
4.534,-0.032619818
4.535,-0.031618715
4.536,-0.030615452
4.537,-0.029610132
4.538,-0.028602857
4.539,-0.027593731
4.54,-0.026582855
4.541,-0.025570332
4.542,-0.024556266
4.543,-0.023540758
4.544,-0.022523913
4.545,-0.021505833
4.546,-0.020486621
4.547,-0.019466381
4.548,-0.018445214
4.549,-0.017423224
4.55,-0.016400515
4.551,-0.015377188
4.552,-0.014353347
4.553,-0.013329095
4.554,-0.012304534
4.555,-0.011279768
4.556,-0.010254899
4.557,-0.009230028
4.558,-0.00820526
4.559,-0.007180696
4.56,-0.006156438
4.561,-0.005132589
4.562,-0.00410925
4.563,-0.003086523
4.564,-0.00206451
4.565,-0.001043312
4.566,-2.30E-05
4.567,0.000996234
4.568,0.00201438
4.569,0.003031307
4.57,0.004046914
4.571,0.005061102
4.572,0.006073771
4.573,0.00708482
4.574,0.00809415
4.575,0.009101663
4.576,0.010107259
4.577,0.011110839
4.578,0.012112306
4.579,0.013111562
4.58,0.014108508
4.581,0.015103047
4.582,0.016095083
4.583,0.017084519
4.584,0.018071259
4.585,0.019055205
4.586,0.020036264
4.587,0.02101434
4.588,0.021989337
4.589,0.022961163
4.59,0.023929722
4.591,0.024894921
4.592,0.025856667
4.593,0.026814868
4.594,0.027769431
4.595,0.028720264
4.596,0.029667276
4.597,0.030610377
4.598,0.031549475
4.599,0.032484481
4.6,0.033415307
4.601,0.034341861
4.602,0.035264058
4.603,0.036181808
4.604,0.037095024
4.605,0.03800362
4.606,0.03890751
4.607,0.039806607
4.608,0.040700827
4.609,0.041590085
4.61,0.042474297
4.611,0.043353381
4.612,0.044227252
4.613,0.04509583
4.614,0.045959032
4.615,0.046816778
4.616,0.047668987
4.617,0.04851558
4.618,0.049356478
4.619,0.050191602
4.62,0.051020875
4.621,0.05184422
4.622,0.052661559
4.623,0.053472819
4.624,0.054277923
4.625,0.055076797
4.626,0.055869368
4.627,0.056655562
4.628,0.057435308
4.629,0.058208535
4.63,0.05897517
4.631,0.059735145
4.632,0.060488389
4.633,0.061234835
4.634,0.061974414
4.635,0.06270706
4.636,0.063432707
4.637,0.064151287
4.638,0.064862738
4.639,0.065566995
4.64,0.066263994
4.641,0.066953674
4.642,0.067635972
4.643,0.068310828
4.644,0.068978182
4.645,0.069637974
4.646,0.070290147
4.647,0.070934643
4.648,0.071571405
4.649,0.072200377
4.65,0.072821503
4.651,0.073434731
4.652,0.074040006
4.653,0.074637276
4.654,0.075226489
4.655,0.075807594
4.656,0.076380541
4.657,0.076945282
4.658,0.077501767
4.659,0.07804995
4.66,0.078589784
4.661,0.079121224
4.662,0.079644224
4.663,0.080158741
4.664,0.080664732
4.665,0.081162155
4.666,0.081650969
4.667,0.082131133
4.668,0.082602609
4.669,0.083065357
4.67,0.08351934
4.671,0.083964522
4.672,0.084400866
4.673,0.084828339
4.674,0.085246906
4.675,0.085656534
4.676,0.086057191
4.677,0.086448847
4.678,0.08683147
4.679,0.087205033
4.68,0.087569506
4.681,0.087924862
4.682,0.088271075
4.683,0.08860812
4.684,0.088935971
4.685,0.089254605
4.686,0.089564
4.687,0.089864134
4.688,0.090154986
4.689,0.090436537
4.69,0.090708767
4.691,0.090971659
4.692,0.091225195
4.693,0.09146936
4.694,0.091704139
4.695,0.091929517
4.696,0.092145482
4.697,0.092352021
4.698,0.092549123
4.699,0.092736778
4.7,0.092914976
4.701,0.09308371
4.702,0.093242971
4.703,0.093392753
4.704,0.093533052
4.705,0.093663861
4.706,0.093785178
4.707,0.093897
4.708,0.093999326
4.709,0.094092154
4.71,0.094175484
4.711,0.094249319
4.712,0.09431366
4.713,0.09436851
4.714,0.094413873
4.715,0.094449754
4.716,0.094476159
4.717,0.094493094
4.718,0.094500569
4.719,0.09449859
4.72,0.094487169
4.721,0.094466315
4.722,0.09443604
4.723,0.094396357
4.724,0.094347278
4.725,0.094288819
4.726,0.094220993
4.727,0.094143819
4.728,0.094057312
4.729,0.09396149
4.73,0.093856373
4.731,0.09374198
4.732,0.093618332
4.733,0.09348545
4.734,0.093343357
4.735,0.093192077
4.736,0.093031634
4.737,0.092862052
4.738,0.092683359
4.739,0.09249558
4.74,0.092298744
4.741,0.09209288
4.742,0.091878017
4.743,0.091654186
4.744,0.091421417
4.745,0.091179744
4.746,0.090929199
4.747,0.090669816
4.748,0.09040163
4.749,0.090124677
4.75,0.089838992
4.751,0.089544614
4.752,0.089241579
4.753,0.088929929
4.754,0.088609701
4.755,0.088280937
4.756,0.087943678
4.757,0.087597966
4.758,0.087243844
4.759,0.086881356
4.76,0.086510547
4.761,0.086131462
4.762,0.085744146
4.763,0.085348648
4.764,0.084945015
4.765,0.084533295
4.766,0.084113537
4.767,0.083685792
4.768,0.08325011
4.769,0.082806543
4.77,0.082355143
4.771,0.081895962
4.772,0.081429055
4.773,0.080954476
4.774,0.08047228
4.775,0.079982523
4.776,0.079485261
4.777,0.078980552
4.778,0.078468453
4.779,0.077949023
4.78,0.077422321
4.781,0.076888407
4.782,0.076347342
4.783,0.075799187
4.784,0.075244004
4.785,0.074681855
4.786,0.074112804
4.787,0.073536914
4.788,0.072954249
4.789,0.072364875
4.79,0.071768858
4.791,0.071166263
4.792,0.070557157
4.793,0.069941608
4.794,0.069319683
4.795,0.068691452
4.796,0.068056983
4.797,0.067416346
4.798,0.066769611
4.799,0.066116849
4.8,0.065458131
4.801,0.064793528
4.802,0.064123114
4.803,0.063446962
4.804,0.062765143
4.805,0.062077733
4.806,0.061384805
4.807,0.060686434
4.808,0.059982695
4.809,0.059273665
4.81,0.058559419
4.811,0.057840035
4.812,0.057115588
4.813,0.056386156
4.814,0.055651818
4.815,0.054912651
4.816,0.054168735
4.817,0.053420148
4.818,0.05266697
4.819,0.051909281
4.82,0.051147161
4.821,0.050380691
4.822,0.049609951
4.823,0.048835023
4.824,0.048055988
4.825,0.047272929
4.826,0.046485928
4.827,0.045695067
4.828,0.044900429
4.829,0.044102098
4.83,0.043300157
4.831,0.04249469
4.832,0.04168578
4.833,0.040873512
4.834,0.040057971
4.835,0.039239242
4.836,0.038417408
4.837,0.037592557
4.838,0.036764772
4.839,0.03593414
4.84,0.035100747
4.841,0.034264679
4.842,0.033426021
4.843,0.032584861
4.844,0.031741285
4.845,0.030895379
4.846,0.030047231
4.847,0.029196927
4.848,0.028344555
4.849,0.027490202
4.85,0.026633955
4.851,0.025775902
4.852,0.024916131
4.853,0.024054728
4.854,0.023191782
4.855,0.022327381
4.856,0.021461612
4.857,0.020594563
4.858,0.019726323
4.859,0.018856978
4.86,0.017986618
4.861,0.01711533
4.862,0.016243202
4.863,0.015370322
4.864,0.014496779
4.865,0.01362266
4.866,0.012748053
4.867,0.011873045
4.868,0.010997726
4.869,0.010122183
4.87,0.009246502
4.871,0.008370773
4.872,0.007495083
4.873,0.006619518
4.874,0.005744167
4.875,0.004869117
4.876,0.003994455
4.877,0.003120268
4.878,0.002246643
4.879,0.001373666
4.88,0.000501425
4.881,-0.000369995
4.882,-0.001240507
4.883,-0.002110025
4.884,-0.002978462
4.885,-0.003845734
4.886,-0.004711755
4.887,-0.005576439
4.888,-0.006439702
4.889,-0.007301458
4.89,-0.008161623
4.891,-0.009020113
4.892,-0.009876843
4.893,-0.010731729
4.894,-0.011584689
4.895,-0.012435638
4.896,-0.013284493
4.897,-0.014131173
4.898,-0.014975594
4.899,-0.015817673
4.9,-0.016657331
4.901,-0.017494484
4.902,-0.018329052
4.903,-0.019160954
4.904,-0.019990109
4.905,-0.020816437
4.906,-0.021639859
4.907,-0.022460295
4.908,-0.023277666
4.909,-0.024091894
4.91,-0.024902899
4.911,-0.025710606
4.912,-0.026514935
4.913,-0.02731581
4.914,-0.028113154
4.915,-0.028906892
4.916,-0.029696947
4.917,-0.030483244
4.918,-0.031265708
4.919,-0.032044265
4.92,-0.032818842
4.921,-0.033589364
4.922,-0.034355758
4.923,-0.035117953
4.924,-0.035875876
4.925,-0.036629456
4.926,-0.037378621
4.927,-0.038123302
4.928,-0.038863428
4.929,-0.03959893
4.93,-0.040329739
4.931,-0.041055786
4.932,-0.041777004
4.933,-0.042493326
4.934,-0.043204685
4.935,-0.043911014
4.936,-0.044612249
4.937,-0.045308323
4.938,-0.045999174
4.939,-0.046684736
4.94,-0.047364947
4.941,-0.048039744
4.942,-0.048709065
4.943,-0.049372849
4.944,-0.050031035
4.945,-0.050683562
4.946,-0.051330371
4.947,-0.051971403
4.948,-0.0526066
4.949,-0.053235904
4.95,-0.053859258
4.951,-0.054476606
4.952,-0.055087892
4.953,-0.055693061
4.954,-0.056292059
4.955,-0.056884832
4.956,-0.057471326
4.957,-0.058051491
4.958,-0.058625273
4.959,-0.059192622
4.96,-0.059753487
4.961,-0.06030782
4.962,-0.060855571
4.963,-0.061396693
4.964,-0.061931136
4.965,-0.062458856
4.966,-0.062979806
4.967,-0.06349394
4.968,-0.064001214
4.969,-0.064501584
4.97,-0.064995007
4.971,-0.06548144
4.972,-0.065960843
4.973,-0.066433174
4.974,-0.066898392
4.975,-0.06735646
4.976,-0.067807337
4.977,-0.068250986
4.978,-0.068687371
4.979,-0.069116453
4.98,-0.069538199
4.981,-0.069952573
4.982,-0.070359541
4.983,-0.070759071
4.984,-0.071151128
4.985,-0.071535682
4.986,-0.071912702
4.987,-0.072282157
4.988,-0.072644018
4.989,-0.072998257
4.99,-0.073344846
4.991,-0.073683758
4.992,-0.074014966
4.993,-0.074338446
4.994,-0.074654172
4.995,-0.074962121
4.996,-0.07526227
4.997,-0.075554596
4.998,-0.075839079
4.999,-0.076115697
5,-0.076384431
5.001,-0.076645262
5.002,-0.076898172
5.003,-0.077143142
5.004,-0.077380158
5.005,-0.077609203
5.006,-0.077830261
5.007,-0.07804332
5.008,-0.078248365
5.009,-0.078445385
5.01,-0.078634367
5.011,-0.078815301
5.012,-0.078988176
5.013,-0.079152984
5.014,-0.079309716
5.015,-0.079458364
5.016,-0.079598922
5.017,-0.079731383
5.018,-0.079855743
5.019,-0.079971998
5.02,-0.080080143
5.021,-0.080180175
5.022,-0.080272094
5.023,-0.080355898
5.024,-0.080431587
5.025,-0.080499161
5.026,-0.080558621
5.027,-0.080609971
5.028,-0.080653212
5.029,-0.080688348
5.03,-0.080715385
5.031,-0.080734328
5.032,-0.080745182
5.033,-0.080747955
5.034,-0.080742654
5.035,-0.080729289
5.036,-0.080707868
5.037,-0.080678401
5.038,-0.080640901
5.039,-0.080595378
5.04,-0.080541845
5.041,-0.080480315
5.042,-0.080410803
5.043,-0.080333324
5.044,-0.080247892
5.045,-0.080154526
5.046,-0.080053241
5.047,-0.079944056
5.048,-0.07982699
5.049,-0.079702063
5.05,-0.079569294
5.051,-0.079428705
5.052,-0.079280318
5.053,-0.079124155
5.054,-0.078960239
5.055,-0.078788596
5.056,-0.078609249
5.057,-0.078422224
5.058,-0.078227549
5.059,-0.078025249
5.06,-0.077815352
5.061,-0.077597888
5.062,-0.077372885
5.063,-0.077140374
5.064,-0.076900385
5.065,-0.07665295
5.066,-0.076398101
5.067,-0.07613587
5.068,-0.075866292
5.069,-0.075589401
5.07,-0.075305231
5.071,-0.075013819
5.072,-0.0747152
5.073,-0.074409412
5.074,-0.074096492
5.075,-0.07377648
5.076,-0.073449413
5.077,-0.073115332
5.078,-0.072774277
5.079,-0.07242629
5.08,-0.072071411
5.081,-0.071709683
5.082,-0.07134115
5.083,-0.070965854
5.084,-0.070583841
5.085,-0.070195154
5.086,-0.06979984
5.087,-0.069397945
5.088,-0.068989516
5.089,-0.068574599
5.09,-0.068153242
5.091,-0.067725495
5.092,-0.067291407
5.093,-0.066851026
5.094,-0.066404405
5.095,-0.065951592
5.096,-0.06549264
5.097,-0.065027601
5.098,-0.064556527
5.099,-0.064079472
5.1,-0.063596489
5.101,-0.063107632
5.102,-0.062612957
5.103,-0.062112517
5.104,-0.06160637
5.105,-0.061094571
5.106,-0.060577177
5.107,-0.060054246
5.108,-0.059525835
5.109,-0.058992003
5.11,-0.058452808
5.111,-0.05790831
5.112,-0.057358568
5.113,-0.056803642
5.114,-0.056243594
5.115,-0.055678484
5.116,-0.055108373
5.117,-0.054533325
5.118,-0.053953401
5.119,-0.053368663
5.12,-0.052779176
5.121,-0.052185003
5.122,-0.051586208
5.123,-0.050982855
5.124,-0.05037501
5.125,-0.049762738
5.126,-0.049146103
5.127,-0.048525173
5.128,-0.047900014
5.129,-0.047270692
5.13,-0.046637274
5.131,-0.045999828
5.132,-0.045358422
5.133,-0.044713123
5.134,-0.044064
5.135,-0.043411121
5.136,-0.042754557
5.137,-0.042094375
5.138,-0.041430646
5.139,-0.040763439
5.14,-0.040092824
5.141,-0.039418873
5.142,-0.038741656
5.143,-0.038061243
5.144,-0.037377706
5.145,-0.036691116
5.146,-0.036001546
5.147,-0.035309066
5.148,-0.03461375
5.149,-0.033915668
5.15,-0.033214895
5.151,-0.032511502
5.152,-0.031805563
5.153,-0.03109715
5.154,-0.030386337
5.155,-0.029673198
5.156,-0.028957806
5.157,-0.028240234
5.158,-0.027520557
5.159,-0.026798849
5.16,-0.026075183
5.161,-0.025349635
5.162,-0.024622278
5.163,-0.023893187
5.164,-0.023162436
5.165,-0.022430101
5.166,-0.021696257
5.167,-0.020960977
5.168,-0.020224337
5.169,-0.019486411
5.17,-0.018747276
5.171,-0.018007006
5.172,-0.017265676
5.173,-0.016523361
5.174,-0.015780136
5.175,-0.015036078
5.176,-0.01429126
5.177,-0.013545758
5.178,-0.012799647
5.179,-0.012053003
5.18,-0.0113059
5.181,-0.010558414
5.182,-0.00981062
5.183,-0.009062593
5.184,-0.008314407
5.185,-0.007566139
5.186,-0.006817862
5.187,-0.006069651
5.188,-0.005321582
5.189,-0.004573728
5.19,-0.003826165
5.191,-0.003078967
5.192,-0.002332207
5.193,-0.001585961
5.194,-0.000840303
5.195,-9.53E-05
5.196,0.000648957
5.197,0.001392411
5.198,0.002134982
5.199,0.002876598
5.2,0.003617185
5.201,0.00435667
5.202,0.005094981
5.203,0.005832044
5.204,0.006567788
5.205,0.00730214
5.206,0.008035028
5.207,0.008766381
5.208,0.009496126
5.209,0.010224193
5.21,0.01095051
5.211,0.011675007
5.212,0.012397613
5.213,0.013118258
5.214,0.013836871
5.215,0.014553382
5.216,0.015267723
5.217,0.015979824
5.218,0.016689617
5.219,0.017397031
5.22,0.018102
5.221,0.018804455
5.222,0.019504328
5.223,0.020201552
5.224,0.02089606
5.225,0.021587786
5.226,0.022276662
5.227,0.022962624
5.228,0.023645604
5.229,0.024325539
5.23,0.025002363
5.231,0.025676011
5.232,0.02634642
5.233,0.027013525
5.234,0.027677264
5.235,0.028337573
5.236,0.028994389
5.237,0.029647651
5.238,0.030297297
5.239,0.030943266
5.24,0.031585496
5.241,0.032223927
5.242,0.032858499
5.243,0.033489153
5.244,0.034115829
5.245,0.034738469
5.246,0.035357015
5.247,0.035971408
5.248,0.036581592
5.249,0.03718751
5.25,0.037789106
5.251,0.038386323
5.252,0.038979107
5.253,0.039567402
5.254,0.040151154
5.255,0.04073031
5.256,0.041304816
5.257,0.04187462
5.258,0.042439668
5.259,0.04299991
5.26,0.043555295
5.261,0.04410577
5.262,0.044651288
5.263,0.045191797
5.264,0.045727249
5.265,0.046257596
5.266,0.046782789
5.267,0.047302781
5.268,0.047817525
5.269,0.048326976
5.27,0.048831087
5.271,0.049329814
5.272,0.049823112
5.273,0.050310937
5.274,0.050793246
5.275,0.051269996
5.276,0.051741145
